cid_t	nth_day	VV
32	96.0	425.186955737995
32	97.0	441.1478678355417
32	98.0	254.75327347495863
32	99.0	436.5636175894615
32	100.0	225.55863298391353
32	101.0	212.5235451858617
33	95.0	884.5985760772021
33	96.0	886.1971593517618
33	97.0	891.9222021528636
33	98.0	919.870776130351
33	99.0	922.8047166831439
33	100.0	914.832436160357
33	101.0	903.8982242480827
34	95.0	1427.0137987194569
34	96.0	904.9437847205663
34	97.0	913.2927960782572
34	98.0	1015.3942895646024
34	99.0	999.0836549510908
34	100.0	900.4214548207758
34	101.0	904.0300651961488
35	95.0	220751.28841913104
35	96.0	218293.02323549264
35	97.0	213518.95357419061
35	98.0	207949.67823291977
35	99.0	218513.74044488175
35	100.0	237260.25499350525
35	101.0	236769.61605977267
36	95.0	8621.32134215734
36	96.0	8460.571549509383
36	97.0	7597.8296991342595
36	98.0	8091.608199430653
36	99.0	8179.807554038746
36	100.0	7560.446271014607
36	101.0	7549.96465017618
37	95.0	870.7264603953388
37	96.0	551.1857649913117
37	97.0	577.3203371923523
37	98.0	670.6010445823947
37	99.0	665.0640922492856
37	100.0	533.765033468193
37	101.0	526.5711036791572
38	95.0	9873.48607545534
38	96.0	9200.436663102237
38	97.0	9213.540869561137
38	98.0	9277.567695168349
38	99.0	9259.182177126058
38	100.0	9236.291943880415
38	101.0	9171.295301729971
39	95.0	4857.8893596899225
39	96.0	4905.177185643083
39	97.0	4972.854796705591
39	98.0	5070.760436169421
39	99.0	4140.334237250417
39	100.0	4982.438852186053
39	101.0	3738.1240339639594
40	95.0	2323.1411280911875
40	96.0	2300.9297285801513
40	97.0	2314.357860195337
40	98.0	2511.536893256758
40	99.0	2530.4259448791704
40	100.0	2410.1816617477716
40	101.0	2445.1701292052194
41	95.0	1519.7566086968602
41	96.0	1021.3882347169925
41	97.0	1029.8909271266502
41	98.0	1122.2445061934195
41	99.0	1140.8621198403969
41	100.0	992.15422160615
41	101.0	1001.7762130910737
42	95.0	73.68028683923664
42	96.0	77.06411342162566
42	97.0	80.04975008943926
42	98.0	89.40980708582055
42	99.0	91.04879904988651
42	100.0	72.33927637347566
42	101.0	74.45363967423901
43	95.0	6597.867858570934
43	96.0	4909.805103623189
43	97.0	5066.653309751272
43	98.0	5704.783519590246
43	99.0	5766.8654164468635
43	100.0	5083.805589081775
43	101.0	5038.432259454083
44	95.0	3753.7367650908095
44	96.0	2982.2560745787437
44	97.0	3016.3065412138967
44	98.0	3189.463405140313
44	99.0	3147.0537729556454
44	100.0	3011.135194049722
44	101.0	3054.916186437927
45	95.0	2435.0302976810535
45	96.0	1894.9091608670778
45	97.0	1955.9280900012322
45	98.0	2214.30882247279
45	99.0	2224.057868101259
45	100.0	1879.2371018555068
45	101.0	1846.8815598571111
46	95.0	717.4560648862009
46	96.0	719.5509088354469
46	97.0	523.4172859694897
46	98.0	652.678853153347
46	99.0	650.4260705422324
46	100.0	512.2483427159924
46	101.0	496.79725687875157
47	95.0	1140.197076849263
47	96.0	605.1141235761527
47	97.0	619.6144472186596
47	98.0	739.4815905024413
47	99.0	676.4237265197838
47	100.0	563.2736042083158
47	101.0	561.823277793507
48	95.0	616.4449497346765
48	96.0	414.94588466333835
48	97.0	422.8940566184836
48	98.0	454.1192807596568
48	99.0	442.00141711502874
48	100.0	400.97703703205025
48	101.0	399.1812974782249
49	95.0	46471.93335216147
49	96.0	43032.668383361524
49	97.0	43826.33182459386
49	98.0	45358.912701028516
49	99.0	46443.07662768747
49	100.0	45399.00200779973
49	101.0	46728.48375770493
50	95.0	102139.61945564384
50	96.0	102236.70979092827
50	97.0	104706.15586483639
50	98.0	109919.14286125556
50	99.0	110867.45617035335
50	100.0	106541.46864833501
50	101.0	107262.2822266935
51	95.0	1027215.0
51	96.0	1027215.0
51	97.0	1027215.0
51	98.0	1027215.0
51	99.0	1027215.0
51	100.0	1027215.0
51	101.0	1027215.0
52	95.0	26120.2338197838
52	96.0	25592.654233852274
52	97.0	26345.04715037249
52	98.0	27619.14651203419
52	99.0	27731.171351298497
52	100.0	25614.9710863842
52	101.0	22232.31369533118
53	95.0	1699.5243983874839
53	96.0	1138.8836226910835
53	97.0	1135.4002908629896
53	98.0	1463.7221516519967
53	99.0	1166.2791160047168
53	100.0	1121.993454046263
53	101.0	1127.7528428262683
54	95.0	5430.2411420537055
54	96.0	3240.955568539231
54	97.0	3603.2286766885964
54	98.0	4067.634806005808
54	99.0	5664.276584537241
54	100.0	4609.113123681513
54	101.0	4789.008917787001
55	95.0	422.4748035407326
55	96.0	250.77512792495432
55	97.0	432.715418197258
55	98.0	268.37561582907813
55	99.0	272.7297512881682
55	100.0	243.44647542944176
55	101.0	233.4278493070496
56	95.0	524312.760868716
56	96.0	489958.2562027969
56	97.0	519107.63816343166
56	98.0	524656.6521844225
56	99.0	577876.7838921355
56	100.0	541976.6817748277
56	101.0	336027.15291302424
57	95.0	16669.52493766583
57	96.0	16671.413491714604
57	97.0	10643.9777828973
57	98.0	17037.02229139703
57	99.0	12754.239273132864
57	100.0	12444.212007926168
57	101.0	10771.780559400771
58	95.0	407726511.0
58	96.0	407726511.0
58	97.0	407726511.0
58	98.0	407726511.0
58	99.0	407726511.0
58	100.0	407726511.0
58	101.0	407726511.0
59	95.0	6524.407340559014
59	96.0	6493.666520992633
59	97.0	6470.770176878841
59	98.0	6686.692022315996
59	99.0	6795.657920939062
59	100.0	6468.197576205506
59	101.0	6182.111116126069
60	95.0	1504.1014301219925
60	96.0	1025.1961385856769
60	97.0	1031.991290642017
60	98.0	1099.3105405826736
60	99.0	1078.199428822714
60	100.0	1017.7394473034138
60	101.0	1027.5352363984848
61	95.0	226170419.0
61	96.0	226170419.0
61	97.0	226170419.0
61	98.0	226170419.0
61	99.0	226170419.0
61	100.0	226170419.0
61	101.0	226170419.0
62	95.0	1351.2051137906672
62	96.0	823.2718559807328
62	97.0	836.725846532771
62	98.0	911.7897888828843
62	99.0	927.1150072285842
62	100.0	797.4638187261496
62	101.0	815.4402676039124
63	95.0	1938.4946145428805
63	96.0	1906.4670968272965
63	97.0	1443.169887727197
63	98.0	1600.2249237021726
63	99.0	1574.7969814664368
63	100.0	1362.856003136951
63	101.0	1362.2737057311817
64	95.0	3662.400644906433
64	96.0	2402.894454035369
64	97.0	2463.1329595525353
64	98.0	2755.3971499923437
64	99.0	2765.8525629266464
64	100.0	2181.8570437136786
64	101.0	2190.9468236424655
65	95.0	29651.76221263332
65	96.0	24543.620706376463
65	97.0	25044.951098259586
65	98.0	27125.841182368207
65	99.0	27614.068360765727
65	100.0	24743.824634220422
65	101.0	24715.09145128767
66	95.0	2046.0721835649786
66	96.0	1540.0245171257172
66	97.0	1491.6940762683996
66	98.0	1515.6953698191246
66	99.0	1519.0247812927562
66	100.0	1536.1621458567743
66	101.0	1506.3659224537755
67	95.0	82318.25231320737
67	96.0	81305.5010309906
67	97.0	81993.22862815802
67	98.0	84774.74280370689
67	99.0	84913.38015707831
67	100.0	81083.87744195262
67	101.0	78806.29387118478
68	95.0	985897.2978677413
68	96.0	965700.3517397358
68	97.0	929802.2453393496
68	98.0	881521.3457173615
68	99.0	878610.4644580334
68	100.0	976077.9223373106
68	101.0	941974.7686669236
69	95.0	1133585.4831998143
69	96.0	1116402.7183274098
69	97.0	1139324.2307351285
69	98.0	1090413.6966411467
69	99.0	1033463.7221069349
69	100.0	1135770.0594133916
69	101.0	1137905.8346845391
70	95.0	6681337.0
70	96.0	6681337.0
70	97.0	6681337.0
70	98.0	6681337.0
70	99.0	6681337.0
70	100.0	6681337.0
70	101.0	6681337.0
71	95.0	1124.3456576230021
71	96.0	1106.6728249500507
71	97.0	1139.8363111455442
71	98.0	1175.2718542218975
71	99.0	1173.889941015064
71	100.0	1077.024861229524
71	101.0	1083.2790452736488
72	95.0	1606.2814775087245
72	96.0	1629.7602233175305
72	97.0	1670.7791277204105
72	98.0	1810.2459299932748
72	99.0	1877.5116443875677
72	100.0	1665.4193436969933
72	101.0	1661.9790401231735
73	95.0	1134603.5159767554
73	96.0	1127885.0875842364
73	97.0	1144869.367782323
73	98.0	1087595.732182481
73	99.0	1050636.8142882274
73	100.0	1140624.7647416838
73	101.0	1149547.8545743066
74	95.0	1208.7529260241784
74	96.0	1198.6450440148099
74	97.0	1205.3724676773734
74	98.0	1276.627499660932
74	99.0	1266.7461195303338
74	100.0	1135.410354211666
74	101.0	1106.391327504236
75	95.0	57948.52021386447
75	96.0	54720.97219907824
75	97.0	55715.24398547118
75	98.0	58169.691286111745
75	99.0	58556.045050505716
75	100.0	54726.242544900495
75	101.0	54528.46975029568
76	95.0	2061.7656559462744
76	96.0	1538.3368463155814
76	97.0	1547.5222771635265
76	98.0	1622.8347183984797
76	99.0	1645.6553526996715
76	100.0	1500.1393486834272
76	101.0	1533.8250300607508
77	95.0	1018562.7866092507
77	96.0	997867.423121597
77	97.0	959484.8446328987
77	98.0	932870.3647018045
77	99.0	941867.2075456813
77	100.0	1049673.4138080787
77	101.0	1047927.2717045442
78	95.0	742.5536843846493
78	96.0	748.3848339737796
78	97.0	745.0224339425445
78	98.0	759.9942137493931
78	99.0	759.5206040582043
78	100.0	735.8803773297598
78	101.0	744.9036889421774
79	95.0	2705.8926695576333
79	96.0	2724.3276989582796
79	97.0	2722.002389208756
79	98.0	2898.5995388504134
79	99.0	2909.036774475215
79	100.0	2413.038597576431
79	101.0	2737.6834493667184
80	95.0	98034714.0
80	96.0	98034714.0
80	97.0	98034714.0
80	98.0	98034714.0
80	99.0	98034714.0
80	100.0	98034714.0
80	101.0	98034714.0
81	95.0	18672.41329578434
81	96.0	18583.33822754204
81	97.0	17840.01959713276
81	98.0	20431.14083819789
81	99.0	20584.342721357334
81	100.0	17034.050399641033
81	101.0	13843.911782833546
82	95.0	32012.014703028894
82	96.0	31829.94115398354
82	97.0	32202.05004356594
82	98.0	34374.31368876755
82	99.0	31259.687271627277
82	100.0	25764.474570375092
82	101.0	28834.71329649776
83	95.0	871.4485708972487
83	96.0	869.6318522561475
83	97.0	872.3333485144891
83	98.0	897.2635164991498
83	99.0	793.5567191908876
83	100.0	805.0766115006547
83	101.0	543.2630708385684
84	95.0	650.4045127763568
84	96.0	462.17839668813895
84	97.0	484.8231354838761
84	98.0	551.4966664064348
84	99.0	537.8930903875058
84	100.0	443.6981300970942
84	101.0	442.6032080085828
85	95.0	15383.218170032453
85	96.0	12036.15274141515
85	97.0	12379.817006328201
85	98.0	13452.933444592738
85	99.0	13832.14677366345
85	100.0	12499.282153932547
85	101.0	12352.115036361845
86	95.0	959138.7816339546
86	96.0	944768.4945579581
86	97.0	920268.2707088385
86	98.0	875777.7990548223
86	99.0	868237.0689142686
86	100.0	950186.4884541214
86	101.0	999754.5043487678
87	95.0	149888.98606751877
87	96.0	150937.01312448925
87	97.0	152309.33665983882
87	98.0	153864.50499068009
87	99.0	154593.07063440478
87	100.0	151502.1851667547
87	101.0	151873.6300384491
88	95.0	323631.42284022446
88	96.0	325430.2837847424
88	97.0	326577.2253935967
88	98.0	322834.20069817273
88	99.0	327139.7208470226
88	100.0	341255.4722732974
88	101.0	368428.6762961058
89	95.0	1795.5025240976452
89	96.0	1258.5369583761633
89	97.0	1283.600863094239
89	98.0	1446.4928440065783
89	99.0	1428.9178893921537
89	100.0	1203.9519034957757
89	101.0	1193.1621225672234
90	95.0	3607.7483924613502
90	96.0	3591.024773450892
90	97.0	3589.5690569184007
90	98.0	3618.5570787323013
90	99.0	3247.748404854187
90	100.0	3266.421102017236
90	101.0	3578.1110742895958
91	95.0	334037.0224534842
91	96.0	334081.27045006334
91	97.0	333698.60237685073
91	98.0	327910.9790043816
91	99.0	328467.73672319064
91	100.0	334314.90333198546
91	101.0	332646.9719063179
92	95.0	2278943.0
92	96.0	2278943.0
92	97.0	2278943.0
92	98.0	2278943.0
92	99.0	2278943.0
92	100.0	2278943.0
92	101.0	2278943.0
93	95.0	545.0008994779297
93	96.0	347.9386360017122
93	97.0	345.9031703039469
93	98.0	525.648828991063
93	99.0	344.67786103769384
93	100.0	336.2966258399247
93	101.0	349.7751848871201
94	95.0	1110.455209916918
94	96.0	694.0543393439276
94	97.0	692.7854310037077
94	98.0	722.3147988907334
94	99.0	735.7041851617292
94	100.0	683.6272537370223
94	101.0	688.1938655645123
95	95.0	7757.2242664115865
95	96.0	7671.485241057385
95	97.0	7644.169123273464
95	98.0	7861.713639620023
95	99.0	7965.544101877428
95	100.0	7463.142002989901
95	101.0	7199.489343799399
96	95.0	20361.940030964564
96	96.0	15722.198770573616
96	97.0	16070.301161928122
96	98.0	15166.322322246911
96	99.0	18124.56537254427
96	100.0	15986.00325259493
96	101.0	12921.303805804208
97	95.0	984.3024639185757
97	96.0	683.1590724596048
97	97.0	685.0063235699515
97	98.0	737.5270199751114
97	99.0	731.2556384830692
97	100.0	664.0864012801366
97	101.0	645.5518267629753
98	95.0	3659.695196400666
98	96.0	3647.650617391763
98	97.0	3626.677578597281
98	98.0	3697.701910297167
98	99.0	3716.062056143626
98	100.0	3214.7237647087272
98	101.0	3794.1733357805397
99	95.0	4088.620745784466
99	96.0	2304.802819282122
99	97.0	2310.0991128392225
99	98.0	2360.8941985223455
99	99.0	2294.1836098521267
99	100.0	2079.295761513423
99	101.0	1886.5002901024532
100	95.0	9580.343305039734
100	96.0	9599.334481978063
100	97.0	9372.875536948954
100	98.0	6573.989971175212
100	99.0	9806.605070076326
100	100.0	6460.087002181035
100	101.0	6482.887716828588
101	95.0	20740.471910873985
101	96.0	20800.819924785766
101	97.0	20798.61216242847
101	98.0	21414.962330036262
101	99.0	21356.489308959844
101	100.0	20821.45159925046
101	101.0	20821.07511498733
102	95.0	23574.869058687043
102	96.0	22376.5992812458
102	97.0	22122.59107052718
102	98.0	22966.175518602548
102	99.0	22921.78723566435
102	100.0	22001.58451720145
102	101.0	22027.63928487378
103	95.0	191.91206625248597
103	96.0	194.57270167264198
103	97.0	193.45295748723817
103	98.0	197.6427544188513
103	99.0	197.89425259176042
103	100.0	192.7037767341904
103	101.0	190.5237872740637
104	95.0	4869.824232297256
104	96.0	4188.3966117361515
104	97.0	4236.275510039265
104	98.0	4474.597537198936
104	99.0	4508.2704259778075
104	100.0	4068.8272346071153
104	101.0	3994.3243402624785
105	95.0	39852.156704990986
105	96.0	36951.17616725738
105	97.0	37788.70980230464
105	98.0	36758.481315487414
105	99.0	37222.03076688832
105	100.0	32984.654774026385
105	101.0	32069.51993744496
106	95.0	4269.269675129019
106	96.0	3042.367274087537
106	97.0	3101.021195240156
106	98.0	3632.449845656339
106	99.0	3527.945414839085
106	100.0	2926.3735823786014
106	101.0	4137.206686253823
107	95.0	579.062642788895
107	96.0	581.6167552389095
107	97.0	625.9070554744501
107	98.0	420.43436035248703
107	99.0	616.4136534166345
107	100.0	577.8127007382407
107	101.0	277.90227459532196
108	95.0	34.00000000000003
108	96.0	34.00000000000003
108	97.0	34.00000000000003
108	98.0	34.00000000000003
108	99.0	34.00000000000003
108	100.0	34.00000000000003
108	101.0	34.00000000000003
109	95.0	1782572286604.0
109	96.0	1782572286604.0
109	97.0	1782572286604.0
109	98.0	1782572286604.0
109	99.0	1782572286604.0
109	100.0	1782572286604.0
109	101.0	1782572286604.0
110	95.0	3607.5114016863167
110	96.0	2152.3062813865795
110	97.0	2218.9139089633454
110	98.0	2572.8105534337637
110	99.0	2564.9157409363156
110	100.0	2119.654673210203
110	101.0	2107.5362591866015
111	95.0	19489973.0
111	96.0	19489973.0
111	97.0	19489973.0
111	98.0	19489973.0
111	99.0	19489973.0
111	100.0	19489973.0
111	101.0	19489973.0
112	95.0	1929.1424174550436
112	96.0	1943.3992887732948
112	97.0	1935.8118214408507
112	98.0	1971.7383249067552
112	99.0	1912.4980450475248
112	100.0	1488.3878760554294
112	101.0	1847.1339369352372
113	95.0	3882.9751955348047
113	96.0	3817.127402987473
113	97.0	3762.496311700664
113	98.0	3796.331954801897
113	99.0	3678.860948940122
113	100.0	3365.992186645431
113	101.0	3296.0051303922723
114	95.0	605.1859612956184
114	96.0	390.7589819984612
114	97.0	394.59161880512875
114	98.0	440.315642500568
114	99.0	428.44628585791867
114	100.0	379.9115806783721
114	101.0	364.4838017232431
115	95.0	11321.44565480429
115	96.0	6820.030298141425
115	97.0	6933.105981914676
115	98.0	7821.569434104946
115	99.0	7914.334266550918
115	100.0	6736.899186904528
115	101.0	6834.760038738537
116	95.0	44920.154794162685
116	96.0	40264.20393146126
116	97.0	43209.73685959475
116	98.0	45863.10101088704
116	99.0	44255.024328338804
116	100.0	40483.34676497697
116	101.0	39910.47613884364
117	95.0	38083314.0
117	96.0	38083314.0
117	97.0	38083314.0
117	98.0	38083314.0
117	99.0	38083314.0
117	100.0	38083314.0
117	101.0	38083314.0
118	95.0	156058.73433161108
118	96.0	156207.81884737828
118	97.0	156241.3951022331
118	98.0	157431.04377913644
118	99.0	154090.72140460802
118	100.0	155637.22365488944
118	101.0	153608.8288077028
119	95.0	1954.0928306083194
119	96.0	1941.8212594190838
119	97.0	1433.3956405016324
119	98.0	1459.2251243436904
119	99.0	1479.327676091114
119	100.0	1442.5048284324307
119	101.0	1531.2247093929377
120	95.0	21773.48996906235
120	96.0	17826.896203572833
120	97.0	19691.06065218954
120	98.0	16658.12225732274
120	99.0	16702.74367514404
120	100.0	14890.493028500183
120	101.0	17644.14563483516
121	95.0	867359.4838044476
121	96.0	845659.9121155298
121	97.0	817604.0580695507
121	98.0	767237.2730485818
121	99.0	751366.5991551088
121	100.0	816606.9495520134
121	101.0	836059.1093679887
122	95.0	13296.28748498845
122	96.0	7725.833904036718
122	97.0	7662.745728920719
122	98.0	8073.094101948957
122	99.0	8267.888630039726
122	100.0	7919.430327548342
122	101.0	7901.941522719507
123	95.0	844933.2460128984
123	96.0	817367.1712807431
123	97.0	780173.6465757001
123	98.0	717015.7480410656
123	99.0	684573.2179003684
123	100.0	666440.0714613069
123	101.0	522813.5966158503
124	95.0	155645.8330160142
124	96.0	155796.6359504463
124	97.0	154608.49560321512
124	98.0	154527.2247018089
124	99.0	155351.65403475633
124	100.0	155735.76712532042
124	101.0	155662.6940450981
125	95.0	7221.939859246018
125	96.0	7136.551806887374
125	97.0	6775.815000166588
125	98.0	5977.922672548876
125	99.0	6065.052356335448
125	100.0	5580.953666503336
125	101.0	5436.312627347287
126	95.0	406.65179568535325
126	96.0	277.17814856398013
126	97.0	284.4858471972038
126	98.0	287.96977803352365
126	99.0	283.0447443066114
126	100.0	276.1512916819672
126	101.0	270.649194327965
127	95.0	1551.9093294760044
127	96.0	1039.3652995345053
127	97.0	1057.8202961122145
127	98.0	1167.9840184405198
127	99.0	1173.942860543922
127	100.0	1022.6619035976448
127	101.0	1006.3284621765652
128	95.0	30207.46822676049
128	96.0	23498.409860816453
128	97.0	23944.204383330325
128	98.0	25962.46706632595
128	99.0	25900.710567481725
128	100.0	23282.363519424624
128	101.0	22875.117949666143
129	95.0	112685.15815744977
129	96.0	112581.02541661488
129	97.0	112232.22233889849
129	98.0	113963.94312078747
129	99.0	113075.69449974335
129	100.0	110475.03640033337
129	101.0	110617.11955419675
130	95.0	573246523.0
130	96.0	573246523.0
130	97.0	573246523.0
130	98.0	573246523.0
130	99.0	573246523.0
130	100.0	573246523.0
130	101.0	573246523.0
131	95.0	10369.418585325826
131	96.0	10312.981350972355
131	97.0	10214.251514885076
131	98.0	11015.280816429246
131	99.0	9966.806863509495
131	100.0	6005.800328545163
131	101.0	5032.659397300599
132	95.0	331613.14992254646
132	96.0	331609.89867932786
132	97.0	331087.77849386574
132	98.0	325870.12789402134
132	99.0	327116.6837726868
132	100.0	333457.8166771728
132	101.0	332324.87704300764
133	95.0	329486.34974056575
133	96.0	330189.83388705313
133	97.0	331958.2587800639
133	98.0	327521.5220297981
133	99.0	326331.1094324465
133	100.0	325375.2568871969
133	101.0	334328.7520987892
134	95.0	49035.265379846234
134	96.0	49012.52895492921
134	97.0	48506.19834689195
134	98.0	49396.8987604578
134	99.0	49584.09285521027
134	100.0	49458.53514151651
134	101.0	49681.13089203263
135	95.0	54491.72839150656
135	96.0	54947.991003620766
135	97.0	55258.84963216761
135	98.0	56914.46434598246
135	99.0	56757.04810880434
135	100.0	55149.93677811853
135	101.0	53286.12164230033
136	95.0	2963.5184122894934
136	96.0	2976.268551980911
136	97.0	2962.32224885227
136	98.0	3224.562249134133
136	99.0	3220.171883206591
136	100.0	2409.938296005972
136	101.0	2443.009268295139
137	95.0	2239.0280799137386
137	96.0	2122.2627023956034
137	97.0	1729.2607080936912
137	98.0	2138.4115437371147
137	99.0	2123.5496197184707
137	100.0	1701.4548044529188
137	101.0	1708.129178956005
138	95.0	67859.61042250103
138	96.0	68379.24856303718
138	97.0	69469.60010387046
138	98.0	71588.5299257527
138	99.0	73051.7155102445
138	100.0	75419.45204472556
138	101.0	85427.31594545771
139	95.0	7178.259598206875
139	96.0	6712.823485358425
139	97.0	6675.44190675634
139	98.0	6351.544244881514
139	99.0	6806.415488347899
139	100.0	6357.129893063533
139	101.0	6378.145732178332
140	95.0	1493.793435505909
140	96.0	1026.9190146195253
140	97.0	1062.888575763152
140	98.0	1197.3071462025566
140	99.0	1193.2328988568404
140	100.0	996.7056633756714
140	101.0	970.0314118676786
141	95.0	3542.9244131467253
141	96.0	3486.2028695884474
141	97.0	3519.8387194901006
141	98.0	3123.1265513425096
141	99.0	3139.717102617627
